exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Rear Delt Inverted Row,Basic or Auxiliary,Compound,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Deltoid, Lateral']"
Weighted Lying Leg-Hip Raise,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'Tensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'PectineusSartoriusAdductor LongusAdductor BrevisObliques', 'SartoriusAdductor LongusAdductor BrevisObliques', 'Adductor LongusAdductor BrevisObliques', 'Adductor BrevisObliques', 'Obliques']","['QuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Pectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Teres MajorDeltoid, PosteriorTriceps, Long Head', 'Deltoid, PosteriorTriceps, Long Head', 'Triceps, Long Head']"
Suspended Side Bridge,Auxiliary,Isolated,Push,['Obliques'],"['Gluteus Medius', 'Gluteus Minimus', 'Tensor Fasciae Latae', 'Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Adductors, Hip', 'Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers', 'Deltoid, Lateral', 'Supraspinatus', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Latissimus dorsi', 'Pectoralis major', 'Pectoralis minor', 'Levator Scapulae']"
Lever Seated High Row,Basic,Compound,Pull,"['Back, General ']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal ']",['']
Medicine Ball Overhead Throw Sit-up (machine),Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Rectus Femoris', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Aductor Brevis', 'Obliques', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Pectoralis Major, Sternal', 'Pectoralis Minor', 'Triceps, Long Head']",['Tibialis Anterior']
Barbell Sumo Deadlift,Basic,Compound,Pull,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Middle', 'Trapezius, Upper', 'Levator Scapulae', 'Rhomboids']"
Cable Kneeling Row,Basic or Auxiliary,Compound,Pull,"['Back, General ']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']",['']
Dumbbell Seated Upright Row,Basic,Compound,Pull,"['Deltoid, Lateral']","['Deltoid, Anterior', 'Supraspinatus', 'Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Infraspinatus', 'Teres Minor']","['Trapezius, Upper', 'Levator Scapulae', 'Triceps Brachii (opposite Arm) ']"
Dumbbell Decline Triceps Extension,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Deltoid, AnteriorPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Pectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Latissimus DorsiTeres MajorDeltoid, PosteriorExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Teres MajorDeltoid, PosteriorExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Deltoid, PosteriorExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Extensor Carpi UlnarisFlexor Carpi Ulnaris', 'Flexor Carpi Ulnaris']"
Cable Pulldown (pro lat bar),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Latissimus Dorsi'],"['BrachialisBrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'BrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Biceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Deltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'InfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'RhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Levator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, MiddlePectoralis Minor', 'Pectoralis Minor']",['']
Bench Dip (knees bent),BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Triceps Brachii'],"['Deltoid, AnteriorPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis Major, ClavicularPectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'Pectoralis MinorRhomboidsLevator ScapulaeLatissimus Dorsi', 'RhomboidsLevator ScapulaeLatissimus Dorsi', 'Levator ScapulaeLatissimus Dorsi', 'Latissimus Dorsi']","['Trapezius, Lower']"
Cable Alternating Seated Pushdown,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Latissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerWrist Flexors', 'Teres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerWrist Flexors', 'Deltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerWrist Flexors', 'Pectoralis Major, SternalPectoralis MinorTrapezius, LowerWrist Flexors', 'Pectoralis MinorTrapezius, LowerWrist Flexors', 'Trapezius, LowerWrist Flexors', 'Wrist Flexors']"
Barbell Close Grip Bent-over Row,Basic or Auxiliary,Compound,Pull,"['Back, General']","['Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Quadriceps']"
Lever Gripless Shrug (plate loaded),Auxiliary,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Barbell Behind Neck Press,Basic,Compound,Push,"['Deltoid, Anterior']","['Deltoid, Lateral', 'Supraspinatus', 'Triceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Trapezius, Upper', 'Levator Scapulae']"
Dumbbell Shoulder Internal Rotation (on bench),Auxiliary,Isolated,Pull,['Subscapularis'],"['Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Anterior']",['Wrist Flexors']
Barbell Box Squat,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']",['Erector Spinae']
Weighted Side Bend (on stability ball),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Obliques'],"['Quadratus lumborumPsoas majorIliocastalis lumborumIliocastalis thoracis', 'Psoas majorIliocastalis lumborumIliocastalis thoracis', 'Iliocastalis lumborumIliocastalis thoracis', 'Iliocastalis thoracis']",['No significant stabilizers']
Dumbbell Lying Supination,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Supinator'],['Biceps Brachii'],['']
Suspended Bent-knee Inverted Row,Basic or Auxiliary,Compound,Pull,"['Back, General ']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal ']","['Erector Spinae', 'Gluteus Maximus']"
Cable Twisting Seated Row,"Basic or Auxiliary
","Compound
","Pull
","['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae', 'Obliques', 'Quadratus Lumborum', 'Psoas Major', 'Iliocastalis Lumborum', 'Iliocastalis Thoracis']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']"
Lever One Arm Jammer Press (plate loaded)," Power
","Compound
","Push
",[''],[''],['']
Barbell Reverse Preacher Curl,Auxiliary,Isolated,Pull,['Brachioradialis'],"['Brachialis', 'Biceps Brachii']",['Wrist Extensors']
Lever Underhand Pulldown (plate loaded),Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Cable Upright Row (dual pulley),Basic,Compound,Pull,"['Deltoid, Lateral']","['Deltoid, Anterior', 'Supraspinatus', 'Brachialis', 'Brachioradialis', 'Biceps Brachii', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations', 'Infraspinatus', 'Teres Minor']","['Trapezius, Upper', 'Levator Scapulae']"
Lever Underhand Pulldown,Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
Cable Lying Straight Leg-Hip Raise,Basic,Compound,Pull,['Rectus Abdominis'],"['Iliopsoas', 'Tensor Fasciae Latae', 'Sartorius', 'Pectineus', 'Adductor Longus', 'Adductor Brevis', 'Rectus Femoris', 'Obliques']",['']
Barbell Lying Rear Delt Row,Basic or Auxiliary,Compound,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Deltoid, Lateral', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Brachialis', 'Brachioradialis']",['']
Trap Bar Squat,Basic or Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Cable Upright Shoulder External Rotation,Auxiliary,Isolated,Pull,['Teres Minor'],"['Infraspinatus', 'Deltoid, Posterior', 'Supraspinatus']","['Rhomboids', 'Trapezius, Lower', 'Trapezius, Middle', 'Serratus Anterior', 'Wrist Extensors']"
Cable Lying Crunch (on stability ball),AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Rectus Abdominis'],['Obliques'],"['Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long HeadRhomboidsTrapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Teres MajorDeltoid, PosteriorTriceps, Long HeadRhomboidsTrapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Deltoid, PosteriorTriceps, Long HeadRhomboidsTrapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Triceps, Long HeadRhomboidsTrapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'RhomboidsTrapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Trapezius, LowerPectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Pectoralis Major, SternalPectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Pectoralis Major, ClavicularPectoralis MinorSerratus Anterior', 'Pectoralis MinorSerratus Anterior', 'Serratus Anterior']"
Cable Bar Shrug,Basic,Isolated,Pull,"['Trapezius, Upper']","['Trapezius, Middle', 'Levator Scapulae']",['Erector Spinae']
Cable Seated High Row,Basic,Compound,Pull,"['Back, General ']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']"
Cable One Arm Seated Row,Basic or Auxiliary,Compound,Pull,"['Back, General ']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal', 'Erector Spinae']","['Obliques', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus']"
Lever Kneeling Back Extension,Auxiliary,Isolated,Pull,['Erector Spinae'],[''],"['Gluteus Maximus', 'Triceps Brachii']"
Cable One Arm Pulldown,Basic or Auxiliary,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']","['Obliques', 'Psoas major', 'Quadratus lumborum', 'Iliocastalis lumborum', 'Iliocastalis thoracis']"
Weighted Side Crunch (on stability ball),Auxiliary,Isolated,Pull,['Obliques'],['Rectus Abdominis'],['No significant stabilizers ']
Dumbbell Prone Incline External Rotation,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Infraspinatus'],"['Teres MinorDeltoid, Posterior', 'Deltoid, Posterior']","['RhomboidsTrapezius, MiddleTrapezius, Lower (lower angles)Trapezius, Upper (higher angles)Wrist Extensors', 'Trapezius, MiddleTrapezius, Lower (lower angles)Trapezius, Upper (higher angles)Wrist Extensors', 'Trapezius, Lower (lower angles)Trapezius, Upper (higher angles)Wrist Extensors', 'Trapezius, Upper (higher angles)Wrist Extensors', 'Wrist Extensors']"
Lever Underhand Seated Row (plate loaded),Basic,Compound,Pull,"['Back, General']","['Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids', 'Latissimus Dorsi', 'Teres Major', 'Deltoid, Posterior', 'Infraspinatus', 'Teres Minor', 'Brachialis', 'Brachioradialis', 'Pectoralis Major, Sternal ']",['']
Lever Squat (plate loaded),Basic,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus']","['Erector Spinae', 'Trapezius, Upper', 'Trapezius, Middle', 'Levator Scapulae']"
Suspended Side Bridge,Auxiliary,Isolated,Push,['Obliques'],"['Gluteus Medius', 'Gluteus Minimus', 'Tensor Fasciae Latae', 'Quadratus lumborum', 'Psoas major', 'Iliocastalis lumborum', 'Iliocastalis thoracis', 'Adductors, Hip', 'Pectineus', 'Gracilis', 'Gluteus Maximus, Lower Fibers', 'Deltoid, Lateral', 'Supraspinatus', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior, Inferior Digitations']","['Latissimus dorsi', 'Pectoralis major', 'Pectoralis minor', 'Levator Scapulae']"
Cable Neck Rotation (with belt),Auxiliary,Isolated,Pull,['Sternocleidomastoid'],[''],"['Latissimus Dorsi', 'Pectoralis Major, Sternal', 'Pectoralis Major, Clavicular', 'Trapezius, middle fibers', 'Levator scapulae']"
Barbell Lateral Step-up,Auxiliary,Compound,Push,['Gluteus Maximus'],"['Quadriceps', 'Adductor Magnus', 'Soleus', 'Gastrocnemius (Following Leg) ']","['Erector Spinae', 'Gluteus Medius', 'Gluteus Minimus', 'Quadratus Lumborum', 'Obliques']"
Suspended Pike Press,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,"['Deltoid, Anterior']","['Pectoralis Major, ClavicularTriceps BrachiiDeltoid, LateralTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Triceps BrachiiDeltoid, LateralTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Deltoid, LateralTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, LowerSerratus Anterior, Inferior Digitations', 'Serratus Anterior, Inferior Digitations']","['Trapezius, UpperLevator ScapulaeSerratus AnteriorQuadricepsIliopsoasTensor Fasciae LataeSartoriusRectus AbdominisObliques', 'Levator ScapulaeSerratus AnteriorQuadricepsIliopsoasTensor Fasciae LataeSartoriusRectus AbdominisObliques', 'Serratus AnteriorQuadricepsIliopsoasTensor Fasciae LataeSartoriusRectus AbdominisObliques', 'QuadricepsIliopsoasTensor Fasciae LataeSartoriusRectus AbdominisObliques', 'IliopsoasTensor Fasciae LataeSartoriusRectus AbdominisObliques', 'Tensor Fasciae LataeSartoriusRectus AbdominisObliques', 'SartoriusRectus AbdominisObliques', 'Rectus AbdominisObliques', 'Obliques']"
Lever Rear Lateral Raise (on extended arm kneeling lateral raise machine),Auxiliary,Isolated,Pull,"['Deltoid, Posterior']","['Infraspinatus', 'Teres Minor', 'Trapezius, Middle', 'Trapezius, Lower', 'Rhomboids']","['Erector Spinae', 'Hamstrings', 'Gluteus Maximus', 'Adductor Magnus', 'Triceps Brachii', 'Wrist Extensors']"
Barbell Standing Reverse Preacher Curl,Auxiliary,Isolated,Pull,['Brachioradialis'],"['Brachialis', 'Biceps Brachii']",['Wrist Extensors']
Weighted Hanging Leg-Hip Raise,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'Tensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'PectineusSartoriusAdductor LongusAdductor BrevisObliques', 'SartoriusAdductor LongusAdductor BrevisObliques', 'Adductor LongusAdductor BrevisObliques', 'Adductor BrevisObliques', 'Obliques']",['']
Dumbbell Upright Shoulder External Rotation,Auxiliary,Isolated,Pull,['Teres Minor'],"['Infraspinatus', 'Deltoid, Posterior', 'Supraspinatus']","['Deltoid, Lateral', 'Deltoid, Anterior', 'Trapezius, Upper', 'Trapezius, Middle', 'Trapezius, Lower', 'Serratus Anterior', 'Wrist Extensors']"
Suspended Biceps Curl,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Biceps Brachii'],"['Trapezius, MiddleTrapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Trapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'RhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Deltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'InfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'BrachialisBrachioradialisPectoralis Major, Sternal', 'BrachioradialisPectoralis Major, Sternal', 'Pectoralis Major, Sternal']","['Erector SpinaeHamstringsGluteus Maximus', 'HamstringsGluteus Maximus', 'Gluteus Maximus']"
Cable Roller Wrist Flexion,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Wrist Flexors'],['None'],"['BrachioradialisBiceps BrachiiBrachialisDeltoid, AnteriorTrapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Extensors', 'Biceps BrachiiBrachialisDeltoid, AnteriorTrapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Extensors', 'BrachialisDeltoid, AnteriorTrapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Extensors', 'Deltoid, AnteriorTrapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Extensors', 'Trapezius, UpperTrapezius, MiddleLevator ScapulaeWrist Extensors', 'Trapezius, MiddleLevator ScapulaeWrist Extensors', 'Levator ScapulaeWrist Extensors', 'Wrist Extensors']"
"Lever Alternating Preacher Curl (arms high, plate loaded)",Auxiliary,Isolated,Pull,['Brachialis'],"['Biceps Brachii', 'Brachioradialis']",['Wrist Flexors']
Lever Underhand Pulldown (plate loaded),Basic,Compound,Pull,['Latissimus Dorsi'],"['Brachialis', 'Brachioradialis', 'Teres Major', 'Deltoid, Posterior', 'Rhomboids', 'Levator Scapulae', 'Trapezius, Lower', 'Trapezius, Middle', 'Pectoralis Major, Sternal', 'Pectoralis Minor']",['']
