exercise,utility,mechanics,force,target_muscles,synergist_muscles,stabilizer_muscles
Hanging Straight Hip Leg Curl,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilisPopliteus', 'SartoriusGracilisPopliteus', 'GracilisPopliteus', 'Popliteus']","['Gluteus MaximusErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Erector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, LowerRhomboids', 'Rhomboids']"
Lever Standing Leg Curl (on leg extension),Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,[],"['GastrocnemiusGracilisSartoriusPopliteus', 'GracilisSartoriusPopliteus', 'SartoriusPopliteus', 'Popliteus']",['']
Dumbbell Lunge,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeTrapezius, UpperTrapezius, MiddleLevator ScapulaeTibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Trapezius, UpperTrapezius, MiddleLevator ScapulaeTibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Trapezius, MiddleLevator ScapulaeTibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Levator ScapulaeTibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Tibialis AnteriorGluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Barbell Hack Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeTrapezius, MiddleLevator ScapulaeTrapezius, Upper', 'Trapezius, MiddleLevator ScapulaeTrapezius, Upper', 'Levator ScapulaeTrapezius, Upper', 'Trapezius, Upper']"
Incline Twisting Crunch,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Obliques'],"['Rectus AbdominisPsoas Major', 'Psoas Major']",['Tibialis Anterior']
Barbell Triceps Extension,Basic or AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Deltoid, AnteriorPectoralis Major, ClavicularWrist Flexors', 'Pectoralis Major, ClavicularWrist Flexors', 'Wrist Flexors']"
Suspended Hamstring Runner,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilisPopliteus', 'SartoriusGracilisPopliteus', 'GracilisPopliteus', 'Popliteus']","['Gluteus MaximusErector Spinae', 'Erector Spinae']"
Sled 45° Calf Raise,BasicMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Gastrocnemius'],['Soleus'],['No significant stabilizers']
Lever Shoulder External Rotation,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Infraspinatus'],"['Teres MinorDeltoid, Posterior', 'Deltoid, Posterior']","['Trapezius, LowerWrist Extensors', 'Wrist Extensors']"
Suspended Inverted Shrug,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,"['Trapezius, Upper']","['Trapezius, MiddleLevator Scapulae', 'Levator Scapulae']",['']
Barbell Split Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Cable Close Grip Pulldown,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Latissimus Dorsi'],"['BrachialisBrachioradialisTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'BrachioradialisTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Teres MajorDeltoid, PosteriorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Deltoid, PosteriorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'RhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Levator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Trapezius, LowerTrapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Trapezius, MiddlePectoralis Major, SternalPectoralis Minor', 'Pectoralis Major, SternalPectoralis Minor', 'Pectoralis Minor']",['']
Smith Straight-back Straight-leg Deadlift,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Erector SpinaeTrapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, MiddleRhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'RhomboidsTrapezius, UpperLevator ScapulaeTrapezius, Lower', 'Trapezius, UpperLevator ScapulaeTrapezius, Lower', 'Levator ScapulaeTrapezius, Lower', 'Trapezius, Lower']"
Barbell Bent-over Row,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,"['Back, General']","['Trapezius, MiddleTrapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Trapezius, LowerRhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'RhomboidsLatissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Latissimus DorsiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Deltoid, PosteriorInfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'InfraspinatusTeres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'Teres MinorBrachialisBrachioradialisPectoralis Major, Sternal', 'BrachialisBrachioradialisPectoralis Major, Sternal', 'BrachioradialisPectoralis Major, Sternal', 'Pectoralis Major, Sternal']","['Erector SpinaeHamstringsGluteus MaximusAdductor MagnusQuadriceps', 'HamstringsGluteus MaximusAdductor MagnusQuadriceps', 'Gluteus MaximusAdductor MagnusQuadriceps', 'Adductor MagnusQuadriceps', 'Quadriceps']"
Weighted Twisting Sit-up (arms crossed),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Obliques'],"['IliopsoasTensor Fasciae LataeRectus FemorisSartoriusRectus Abdominis', 'Tensor Fasciae LataeRectus FemorisSartoriusRectus Abdominis', 'Rectus FemorisSartoriusRectus Abdominis', 'SartoriusRectus Abdominis', 'Rectus Abdominis']",['Tibialis Anterior']
Cable Incline Bench Press,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Clavicular']","['Pectoralis Major, SternalDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Band-assisted Pull-up,BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Latissimus Dorsi'],"['BrachialisBrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'BrachioradialisBiceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Biceps BrachiiTeres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MajorDeltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Deltoid, PosteriorInfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'InfraspinatusTeres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Teres MinorRhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'RhomboidsLevator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Levator ScapulaeTrapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, LowerTrapezius, MiddlePectoralis Minor', 'Trapezius, MiddlePectoralis Minor', 'Pectoralis Minor']",['']
Weighted Reverse Hyper-extension,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Gluteus Maximus'],['Hamstrings'],['Erector Spinae']
Cable Single Leg Split Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Erector SpinaeTrapezius, UpperTrapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Trapezius, UpperTrapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Trapezius, LowerLevator ScapulaeGluteus MediusGluteus Minimus', 'Levator ScapulaeGluteus MediusGluteus Minimus', 'Gluteus MediusGluteus Minimus', 'Gluteus Minimus']"
Dumbbell Incline Fly,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Clavicular']",[],"['Biceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'BrachialisTriceps BrachiiWrist Flexors', 'Triceps BrachiiWrist Flexors', 'Wrist Flexors']"
Barbell Wrist Curl,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Wrist Flexors'],['None'],['No significant stabilizers']
Lever Decline Chest Press (plate loaded),Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorTriceps Brachii', 'Deltoid, AnteriorTriceps Brachii', 'Triceps Brachii']",['']
Lever Triceps Extension,Basic or AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Pectoralis Major, SternalDeltoid, PosteriorLatissimus DorsiTeres MajorPectoralis MinorTrapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Deltoid, PosteriorLatissimus DorsiTeres MajorPectoralis MinorTrapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Latissimus DorsiTeres MajorPectoralis MinorTrapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Teres MajorPectoralis MinorTrapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Pectoralis MinorTrapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Trapezius, LowerExtensor Carpi UlnarisFlexor Carpi Ulnaris', 'Extensor Carpi UlnarisFlexor Carpi Ulnaris', 'Flexor Carpi Ulnaris']"
Lever Lateral Neck Flexion,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Sternocleidomastoid'],['Synergists'],['Stabilizers']
Cable Squat,Basic or AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],[],"['Erector SpinaeTrapezius, UpperTrapezius, MiddleLevator Scapulae', 'Trapezius, UpperTrapezius, MiddleLevator Scapulae', 'Trapezius, MiddleLevator Scapulae', 'Levator Scapulae']"
Lever Split V-Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Gluteus Maximus'],"['QuadricepsAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliques', 'Gluteus MinimusQuadratus LumborumObliques', 'Quadratus LumborumObliques', 'Obliques']"
Cable Pushdown (with back support),Basic or AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Latissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Teres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Deltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Pectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Pectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Trapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Rectus AbdominisObliquesWrist Flexors', 'ObliquesWrist Flexors', 'Wrist Flexors']"
Leg-Hip Raise (on stability ball),BasicMechanicsCompoundForcePull,CompoundForcePull,Pull,['Rectus Abdominis'],"['IliopsoasTensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'Tensor Fasciae LataePectineusSartoriusAdductor LongusAdductor BrevisObliques', 'PectineusSartoriusAdductor LongusAdductor BrevisObliques', 'SartoriusAdductor LongusAdductor BrevisObliques', 'Adductor LongusAdductor BrevisObliques', 'Adductor BrevisObliques', 'Obliques']","['QuadricepsPectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Pectoralis Major, SternalLatissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Latissimus DorsiTeres MajorDeltoid, PosteriorTriceps, Long Head', 'Teres MajorDeltoid, PosteriorTriceps, Long Head', 'Deltoid, PosteriorTriceps, Long Head', 'Triceps, Long Head']"
Lever Standing Hip Extension (with abdominal pad),AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Gluteus Maximus'],['Adductor Magnus'],"['ObliquesErector SpinaeQuadratus LumborumGluteus MediusGluteus MinimusTriceps Brachii', 'Erector SpinaeQuadratus LumborumGluteus MediusGluteus MinimusTriceps Brachii', 'Quadratus LumborumGluteus MediusGluteus MinimusTriceps Brachii', 'Gluteus MediusGluteus MinimusTriceps Brachii', 'Gluteus MinimusTriceps Brachii', 'Triceps Brachii']"
Cable Pushdown,Basic or AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,['Triceps Brachii'],['None'],"['Latissimus DorsiTeres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Teres MajorDeltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Deltoid, PosteriorPectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Pectoralis Major, SternalPectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Pectoralis MinorTrapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Trapezius, LowerRectus AbdominisObliquesWrist Flexors', 'Rectus AbdominisObliquesWrist Flexors', 'ObliquesWrist Flexors', 'Wrist Flexors']"
Barbell Preacher Curl,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Brachialis'],"['Biceps BrachiiBrachioradialis', 'Brachioradialis']",['Wrist Flexors']
Barbell Full Squat,BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['Erector Spinae']
Hanging Leg Curl,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Hamstrings'],"['GastrocnemiusSartoriusGracilisPopliteus', 'SartoriusGracilisPopliteus', 'GracilisPopliteus', 'Popliteus']","['Gluteus MaximusErector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Erector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, LowerRhomboids', 'Rhomboids']"
Barbell Single Leg Squat,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleusErector Spinae (see notes)', 'Adductor MagnusSoleusErector Spinae (see notes)', 'SoleusErector Spinae (see notes)', 'Erector Spinae (see notes)']","['Gluteus MediusGluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Gluteus MinimusQuadratus LumborumObliquesRectus Abdominis', 'Quadratus LumborumObliquesRectus Abdominis', 'ObliquesRectus Abdominis', 'Rectus Abdominis']"
Cable One Arm Lateral Raise,Basic or AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,"['Deltoid, Lateral']","['Deltoid, AnteriorSupraspinatusTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'SupraspinatusTrapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, MiddleTrapezius, LowerSerratus Anterior, Inferior Digitations', 'Trapezius, LowerSerratus Anterior, Inferior Digitations', 'Serratus Anterior, Inferior Digitations']","['Trapezius, UpperLevator ScapulaeWrist Extensors', 'Levator ScapulaeWrist Extensors', 'Wrist Extensors']"
Sled Single Leg Vertical Leg Press,AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor MagnusSoleus', 'Adductor MagnusSoleus', 'Soleus']",['']
Hanging Straight Leg Raise,AuxiliaryMechanicsIsolatedForcePull,IsolatedForcePull,Pull,['Iliopsoas'],"['Tensor Fasciae LataeSartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'SartoriusPectineusRectus FemorisAdductor LongusAdductor Brevis', 'PectineusRectus FemorisAdductor LongusAdductor Brevis', 'Rectus FemorisAdductor LongusAdductor Brevis', 'Adductor LongusAdductor Brevis', 'Adductor Brevis']","['Rectus AbdominisObliquesQuadriceps', 'ObliquesQuadriceps', 'Quadriceps']"
Suspended Fly,AuxiliaryMechanicsIsolatedForcePush,IsolatedForcePush,Push,"['Pectoralis Major, Sternal']","['Pectoralis Major, ClavicularDeltoid, AnteriorBiceps Brachii, Short Head', 'Deltoid, AnteriorBiceps Brachii, Short Head', 'Biceps Brachii, Short Head']","['Rectus AbdominisObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'ObliquesPectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'Pectoralis MinorSerratus AnteriorQuadricepsGastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'Serratus AnteriorQuadricepsGastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'QuadricepsGastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'GastrocnemiusSoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'SoleusBiceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'Biceps BrachiiBrachialisTriceps BrachiiWrist Flexors', 'BrachialisTriceps BrachiiWrist Flexors', 'Triceps BrachiiWrist Flexors', 'Wrist Flexors']"
Lever Single Leg Standing Leg Press (plate loaded),AuxiliaryMechanicsCompoundForcePush,CompoundForcePush,Push,['Quadriceps'],"['Gluteus MaximusAdductor Magnus', 'Adductor Magnus']","['Erector SpinaeObliquesGluteus MediusGluteus MinimusQuadratus Lumborum', 'ObliquesGluteus MediusGluteus MinimusQuadratus Lumborum', 'Gluteus MediusGluteus MinimusQuadratus Lumborum', 'Gluteus MinimusQuadratus Lumborum', 'Quadratus Lumborum']"
Lever Close Grip Bench Press (plate loaded),BasicMechanicsCompoundForcePush,CompoundForcePush,Push,['Triceps Brachii'],"['Deltoid, AnteriorPectoralis Major, SternalPectoralis Major, Clavicular', 'Pectoralis Major, SternalPectoralis Major, Clavicular', 'Pectoralis Major, Clavicular']",['']
Single Leg Hanging Hamstring Bridge Curl,Basic or AuxiliaryMechanicsCompoundForcePull,CompoundForcePull,Pull,['Hamstrings'],"['Gluteus MaximusAdductor MagnusLatissimus DorsiPectoralis Major, SternalTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Adductor MagnusLatissimus DorsiPectoralis Major, SternalTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Latissimus DorsiPectoralis Major, SternalTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Pectoralis Major, SternalTriceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Triceps, Long HeadTeres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Teres MajorDeltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Deltoid, PosteriorRhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'RhomboidsLevator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Levator ScapulaePectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'Pectoralis MinorGastrocnemiusSartoriusGracilisPopliteus', 'GastrocnemiusSartoriusGracilisPopliteus', 'SartoriusGracilisPopliteus', 'GracilisPopliteus', 'Popliteus']","['Erector SpinaeTrapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, MiddleTrapezius, LowerRhomboids', 'Trapezius, LowerRhomboids', 'Rhomboids']"
